"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2017-10-03";"The Protection of Speech and Reputation Bill, 2016";"Pending";"";"";"Tathagata Satpathy"
"2019-08-02";"The Fake News (Prohibition) Bill, 2019";"Pending";"";"";"Tej Pratap Singh Yadav"
"2018-03-08";"The Constitution (Amendment) Bill, 2018 (Amendment of the Seventh Schedule)";"Pending";"";"";"Tej Pratap Singh Yadav"
"2017-10-03";"The Armed Forces (Special Powers) Repeal Bill, 2017";"Pending";"";"";"Thokchom Meinya"
"2017-10-03";"The Code of Criminal Procedure (Amendment) Bill, 2017 (Amendment of section 197)";"Pending";"";"";"Thokchom Meinya"
"2017-10-03";"The International Treaties and Agreements (Equal Representation of Women) Bill, 2017";"Pending";"";"";"Thokchom Meinya"
"2015-03-13";"The Constitution (Amendment) Bill, 2015 (Insertion of new article 371CA)";"Pending";"";"";"Thokchom Meinya"
"2019-08-02";"The Women and Girl Child (Prevention of Atrocities) Bill, 2018";"Pending";"";"";"Udit Raj"
"2019-08-02";"The Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2018";"Pending";"";"";"Udit Raj"
"2019-08-02";"The Right to Work Bill, 2018";"Pending";"";"";"Udit Raj"
"2019-08-02";"The Payment of Subsistence Allowance to Farmers and Agricultural Labourers Bill, 2018";"Pending";"";"";"Udit Raj"
"2018-03-08";"The Working Women (Basic facilities and Welfare) Bill, 2018";"Pending";"";"";"Udit Raj"
"2018-03-08";"The Divorcee Women Welfare Bill, 2018";"Pending";"";"";"Udit Raj"
"2018-03-08";"The Special Courts for Women Bill, 2018";"Pending";"";"";"Udit Raj"
"2018-03-08";"The Prevention of Bribery in Private Sector Bill, 2018";"Pending";"";"";"Udit Raj"
"2017-12-29";"The Protection of Human Rights (Amendment) Bill, 2017 (Amendment of section 2, etc.)";"Pending";"";"";"Udit Raj"
"2017-12-29";"The Special Educational Facilities (for Children of Parents Living Below Poverty Line) Bill, 2017";"Pending";"";"";"Udit Raj"
"2017-12-29";"The Removal of Homelessness Bill, 2017";"Pending";"";"";"Udit Raj"
"2017-07-21";"The Prohibition of Employment as Manual Scavengers and their Rehabilitation (Amendment) Bill, 2017 (Amendment of section 31)";"Pending";"";"";"Udit Raj"
"2017-07-21";"The Scheduled Castes and Scheduled Tribes Sub Plans (Budgetary) Allocation and Special Schemes) Bill, 2017";"Pending";"";"";"Udit Raj"
"2017-10-03";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2016 (Amendment of Schedule I)";"Pending";"";"";"Udit Raj"
"2017-10-03";"The Integrated Child Development Services (Regularisation) Bill, 2016";"Pending";"";"";"Udit Raj"
"2017-10-03";"The Constitution (Amendment) Bill, 2016 (Amendment of article 338)";"Pending";"";"";"Udit Raj"
"2017-10-03";"The Constitution (Amendment) Bill, 2016 (Amendment of article 312)";"Pending";"";"";"Udit Raj"
"2016-05-08";"The Dalit, Backward and Oppressed Youth (Development and Welfare) Bill, 2016";"Pending";"";"";"Udit Raj"
"2016-05-08";"The Welfare of Craftsmen and Artisans Bill, 2016";"Pending";"";"";"Udit Raj"
"2016-05-08";"The Constitution (Amendment) Bill, 2016 (Amendment of article 15)";"Pending";"";"";"Udit Raj"
"2016-11-03";"The Reservation for the Scheduled Castes and the Scheduled Tribes in Private Sector Bill, 2016";"Pending";"";"";"Udit Raj"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Amendment of articles 124 and 216)";"Pending";"";"";"Udit Raj"
"2015-12-18";"The Savita Ambedkar National University for Women Bill, 2015";"Pending";"";"";"Udit Raj"
"2015-12-18";"The Free Educational and Hostel Facilities to Students Belonging to the Scheduled Castes, the Scheduled Tribes and Economically Weaker Class Bill, 2015";"Pending";"";"";"Udit Raj"
"2015-07-08";"The Rainwater (Compulsory Harvesting) Bill, 2015";"Pending";"";"";"Udit Raj"
"2016-05-08";"The Child Labour (Abolition) Bill, 2016";"Pending";"";"";"Vinayak Bhaurao Raut"
"2015-12-18";"The Traditional Fishermen (Socio-Economic Protection and Welfare) Bill, 2015";"Pending";"";"";"Vinayak Bhaurao Raut"
"2015-04-12";"The Sixth Schedule to the Constitution (Amendment) Bill, 2015 (Amendment of Sixth Schedule)";"Pending";"";"";"Vincent H Pala"
"2014-12-12";"The Mines and Minerals (Development and Regulation) Amendment Bill, 2014 (Insertion of new section 3A)";"Pending";"";"";"Vincent H Pala"
"2014-11-07";"The Constitution (Amendment) Bill, 2014 (Amendment of the Eighth Schedule)";"Pending";"";"";"Vincent H Pala"
"2014-11-07";"The National Green Tribunal (Amendment) Bill, 2014 (Insertion of new section 14A)";"Pending";"";"";"Vincent H Pala"
"2019-08-02";"The Constitution (Amendment) Bill, 2018 (Amendment of article 16 and Ninth Schedule)";"Pending";"";"";"Vinod Kumar Boinapally"
"2019-08-02";"The Criminal Law (Amendment) Bill, 2018 (Substitution of new section for section 497, etc.)";"Pending";"";"";"Vinod Kumar Boinapally"
"2019-08-02";"The Protection of Women from Domestic Violence (Amendment) Bill, 2018 (Amendment of section 5, etc.)";"Pending";"";"";"Vinod Kumar Boinapally"
"2017-12-29";"The Payment of Agricultural Inputs Grants Bill, 2017";"Pending";"";"";"Vinod Kumar Boinapally"
"2017-10-03";"The Constitution (Amendment) Bill, 2017 (Amendment of article 134)";"Pending";"";"";"Vinod Kumar Boinapally"
"2017-10-03";"The Orphan Child (Provision of Social Security) Bill, 2016";"Pending";"";"";"Vinod Kumar Boinapally"
"2015-12-18";"The Andhra Pradesh Reorganisation (Amendment) Bill, 2015 (Amendment of section 26)";"Pending";"";"";"Vinod Kumar Boinapally"
"2015-12-18";"The Andhra Pradesh Reorganisation (Amendment) Bill, 2015 (Amendment of section 31)";"Pending";"";"";"Vinod Kumar Boinapally"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Substitution of new article for article 130)";"Pending";"";"";"Vinod Kumar Boinapally"
"2015-04-12";"The State of Telangana (Special Category Status and Financial Assistance) Bill, 2015";"Pending";"";"";"Vinod Kumar Boinapally"
"2018-12-28";"The Motor Vehicles (Amendment) Bill, 2018 (Insertion of new section 207A)";"Pending";"";"";"Vinod Kumar Sonkar"
"2018-12-28";"The Population Control Bill, 2018";"Pending";"";"";"Vishnu Dayal Ram"
"2017-12-29";"The Computer Training Centres (Regulation) Bill, 2017";"Pending";"";"";"Vishnu Dayal Ram"
"2017-12-29";"The Persons Living Below Poverty Line (Reservation of Vacancies in Posts and Services) Bill, 2017";"Pending";"";"";"Vishnu Dayal Ram"
"2017-07-04";"The Ban on Polythene Bags Bill, 2017";"Pending";"";"";"Vishnu Dayal Ram"
"2017-07-04";"The Bureau of Accountability Bill, 2017";"Pending";"";"";"Vishnu Dayal Ram"
"2017-07-04";"The Child Protection Bill, 2017";"Pending";"";"";"Vishnu Dayal Ram"
"2017-10-03";"The Code of Criminal Procedure (Amendment) Bill, 2016 (Amendment of the First Schedule)";"Pending";"";"";"Vishnu Dayal Ram"
"2015-04-24";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2015 (Amendment of the Schedule)";"Pending";"";"";"Vishnu Dayal Ram"
"2015-03-13";"The Constitution (Amendment) Bill, 2014 (Amendment of article 1, etc.)";"Pending";"";"";"Yogi Adityanath"
"2014-11-07";"The Ban on Cow Slaughter Bill, 2014";"Pending";"";"";"Yogi Adityanath"
"2014-11-07";"The Constitution (Amendment) Bill, 2014 (Omission of article 44, etc.)";"Pending";"";"";"Yogi Adityanath"
"2017-10-03";"The Andhra Pradesh Reorganisation (Amendment) Bill, 2016 (Insertion of new Part XA)";"Pending";"";"";"Y.V. Subba Reddy"
"2016-11-03";"The Andhra Pradesh Reorganisation (Amendment) Bill, 2016 (Amendment of sections 46 and 94)";"Pending";"";"";"Y.V. Subba Reddy"
